Martial status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Year,Target
single,17,2,9670,daytime,1.0,123.0,PT,34.0,37,0,0,114.6,1,male,0,18.0,0,0,5,8,3,12.0,0,2008,Dropout
single,1,1,9130,daytime,1.0,110.0,PT,3.0,19,2,9,105.5,1,male,0,19.0,0,0,6,0,0,0.0,0,2016,Dropout
single,42,1,9003,daytime,1.0,160.0,PT,19.0,1,9,5,107.8,0,female,0,27.0,0,0,6,10,0,0.0,0,2012,Dropout
single,39,1,9991,evening,1.0,140.0,PT,37.0,37,9,5,140.0,0,male,0,37.0,0,0,5,5,0,0.0,0,2012,Dropout
single,7,1,9147,daytime,2.0,150.0,PT,3.0,37,2,5,150.0,1,male,0,38.0,0,0,5,6,0,0.0,0,2012,Dropout
single,43,1,9238,daytime,1.0,125.0,PT,19.0,19,4,8,117.0,0,male,0,21.0,0,0,6,13,3,12.0,0,2013,Dropout
single,44,1,9085,daytime,39.0,130.0,PT,1.0,1,4,4,130.0,0,female,0,26.0,0,2,6,20,4,12.5,0,2012,Dropout
single,1,6,9147,daytime,1.0,142.0,PT,38.0,37,7,7,134.3,0,female,0,21.0,0,0,5,0,0,0.0,0,2010,Dropout
single,1,6,9500,daytime,1.0,136.0,PT,1.0,1,4,5,123.3,0,male,0,18.0,0,0,8,8,0,0.0,8,2009,Dropout
married,39,1,9991,evening,1.0,100.0,PT,37.0,37,9,9,125.3,0,female,0,41.0,0,0,5,8,4,11.25,0,2008,Dropout
single,39,1,9991,evening,1.0,100.0,PT,37.0,37,9,6,153.5,1,female,0,31.0,0,0,5,9,0,0.0,0,2015,Dropout
single,7,1,9147,daytime,3.0,130.0,PT,37.0,37,9,9,130.0,0,male,0,25.0,0,0,5,0,0,0.0,0,2011,Dropout
single,18,4,171,daytime,1.0,133.0,PT,1.0,4,9,5,129.2,1,female,0,20.0,0,0,0,0,0,0.0,0,2009,Dropout
single,7,1,9853,daytime,1.0,130.0,PT,37.0,37,9,9,130.0,0,male,0,28.0,0,14,15,25,14,12.428571428571429,1,2008,Dropout
single,17,1,9254,daytime,1.0,113.0,PT,1.0,37,9,10,117.2,0,male,0,20.0,0,0,6,8,5,11.2,0,2008,Dropout
single,1,4,9500,daytime,1.0,140.0,PT,1.0,19,4,5,127.5,0,male,0,18.0,0,0,7,0,0,0.0,0,2011,Dropout
single,39,1,9254,daytime,39.0,137.0,PT,1.0,1,5,10,124.5,0,female,0,26.0,0,0,6,0,0,0.0,0,2013,Dropout
single,1,1,9238,daytime,1.0,133.1,PT,19.0,37,0,0,137.0,0,male,0,19.0,0,0,6,10,0,0.0,4,2008,Dropout
married,7,1,9130,daytime,2.0,110.0,PT,19.0,19,4,8,110.0,0,female,0,37.0,0,0,6,9,0,0.0,0,2013,Dropout
single,43,1,9670,daytime,1.0,139.0,PT,3.0,19,3,5,120.8,0,male,0,19.0,0,0,6,0,0,0.0,0,2012,Dropout
married,43,1,9991,evening,1.0,140.0,PT,37.0,37,4,9,100.0,0,male,0,31.0,0,2,6,10,4,11.75,0,2011,Dropout
single,1,1,9773,daytime,1.0,116.0,PT,37.0,37,0,5,114.3,0,male,0,20.0,0,0,4,8,0,0.0,0,2008,Dropout
single,7,1,9500,daytime,3.0,140.0,PT,3.0,19,2,6,140.0,0,female,0,27.0,0,0,7,0,0,0.0,0,2015,Dropout
single,1,1,9670,daytime,1.0,116.0,PT,38.0,19,0,2,116.7,0,female,0,21.0,0,0,5,8,0,0.0,0,2009,Dropout
single,43,1,9003,daytime,1.0,130.0,PT,37.0,1,5,4,130.0,0,female,0,25.0,0,8,14,24,8,12.5,2,2012,Dropout
single,1,1,9853,daytime,1.0,133.1,PT,34.0,34,0,0,142.8,0,female,0,20.0,0,0,6,12,0,0.0,0,2008,Dropout
single,39,1,9556,daytime,1.0,133.1,PT,44.0,40,2,2,115.5,0,male,0,36.0,0,0,7,13,5,12.2,0,2016,Dropout
single,17,2,9773,daytime,1.0,126.0,PT,37.0,38,5,5,129.5,1,male,0,18.0,0,0,6,9,5,12.2,0,2010,Dropout
single,18,1,9119,daytime,1.0,122.0,PT,19.0,1,90,3,116.1,1,female,0,24.0,0,0,5,8,0,0.0,0,2009,Dropout
single,17,1,9853,daytime,1.0,133.1,PT,38.0,12,7,0,111.5,0,male,1,20.0,0,0,6,10,4,12.0,0,2008,Dropout
married,39,1,9853,daytime,10.0,133.1,PT,37.0,34,0,0,115.5,0,male,0,39.0,0,0,6,12,3,12.666666666666666,0,2008,Dropout
single,17,3,9853,daytime,1.0,133.1,PT,34.0,34,0,0,115.0,0,male,0,18.0,0,0,6,10,2,10.5,0,2008,Dropout
single,39,1,9500,daytime,19.0,133.1,PT,38.0,38,9,9,114.8,0,male,0,28.0,0,0,7,15,1,10.75,0,2014,Dropout
single,1,1,9147,daytime,1.0,118.0,PT,1.0,1,9,9,111.0,0,female,0,21.0,0,0,5,7,2,11.0,0,2010,Dropout
single,17,3,9853,daytime,1.0,133.1,PT,12.0,1,4,0,134.8,0,male,0,18.0,0,0,6,12,0,0.0,0,2008,Dropout
single,7,1,9500,daytime,3.0,140.0,PT,1.0,1,9,5,140.0,0,male,0,33.0,0,2,7,8,6,14.35,0,2013,Dropout
single,17,5,9119,daytime,1.0,126.0,PT,38.0,38,5,9,116.9,1,female,0,20.0,0,0,5,5,4,14.5,0,2016,Dropout
divorced,39,1,9085,daytime,1.0,110.0,PT,37.0,37,90,90,110.0,0,male,0,35.0,0,0,5,14,1,12.0,2,2009,Dropout
single,1,1,9085,daytime,1.0,132.0,PT,2.0,2,6,6,128.5,0,male,0,18.0,0,0,6,11,5,12.285714285714286,0,2015,Dropout
single,1,1,9147,daytime,1.0,133.1,PT,19.0,19,9,9,119.0,0,male,1,19.0,0,0,5,7,3,10.666666666666666,0,2010,Dropout
legally separated,39,1,9500,daytime,1.0,133.1,PT,37.0,37,9,9,110.0,0,male,0,36.0,0,0,7,12,4,11.5,0,2013,Dropout
single,17,3,9556,daytime,1.0,126.0,PT,19.0,19,9,4,119.0,0,male,1,19.0,0,0,7,8,7,12.142857142857142,0,2013,Dropout
single,39,1,9773,daytime,1.0,140.0,PT,34.0,37,0,0,102.5,0,male,0,26.0,0,0,6,8,4,11.75,0,2008,Dropout
single,1,1,9670,daytime,1.0,121.0,PT,37.0,37,5,9,116.5,0,male,0,23.0,0,0,5,7,3,11.333333333333334,0,2008,Dropout
single,17,2,9773,daytime,1.0,115.0,PT,1.0,1,5,5,119.6,0,male,1,22.0,0,0,6,11,5,12.0,0,2008,Dropout
single,17,3,9773,daytime,1.0,127.0,PT,19.0,19,5,8,120.0,0,male,0,18.0,0,0,6,6,0,0.0,0,2017,Dropout
single,17,1,9991,evening,1.0,120.0,PT,38.0,3,9,3,116.9,1,male,0,26.0,0,0,5,5,0,0.0,0,2010,Dropout
single,17,6,9119,daytime,1.0,129.0,PT,37.0,13,4,90,117.1,0,female,0,19.0,0,0,5,10,0,0.0,0,2008,Dropout
single,39,1,9003,daytime,19.0,133.1,PT,37.0,19,9,7,134.3,0,female,0,25.0,0,0,6,15,1,11.0,0,2015,Dropout
single,43,1,9147,daytime,1.0,151.0,PT,1.0,3,1,1,111.0,0,female,0,28.0,0,0,5,9,2,10.0,0,2012,Dropout
married,1,1,9238,daytime,1.0,145.0,PT,37.0,34,9,7,139.4,0,male,0,27.0,0,0,6,12,2,11.0,0,2009,Dropout
divorced,39,1,9130,daytime,19.0,133.1,PT,37.0,38,9,4,100.9,0,female,0,48.0,0,0,6,0,0,0.0,0,2012,Dropout
married,39,1,9085,daytime,19.0,133.1,PT,38.0,38,4,7,128.2,0,male,0,31.0,0,0,6,0,0,0.0,0,2011,Dropout
married,39,1,9556,daytime,19.0,133.1,PT,38.0,37,7,7,99.5,1,male,1,37.0,0,0,7,13,1,16.0,0,2017,Dropout
single,1,1,171,daytime,1.0,188.0,PT,3.0,3,2,2,178.3,0,male,0,18.0,0,0,0,0,0,0.0,0,2012,Dropout
single,7,1,9003,daytime,3.0,130.0,PT,1.0,38,9,7,130.0,0,female,0,32.0,0,11,17,31,11,12.727272727272728,4,2012,Dropout
single,17,2,9085,daytime,1.0,120.0,PT,1.0,1,9,10,115.0,0,male,0,20.0,0,0,5,8,2,10.5,0,2008,Dropout
single,17,1,9238,daytime,1.0,135.0,PT,37.0,37,8,6,127.0,0,male,0,21.0,0,0,6,0,0,0.0,0,2013,Dropout
single,39,1,171,daytime,1.0,110.0,PT,12.0,3,5,2,100.0,0,female,0,27.0,0,0,0,0,0,0.0,0,2009,Dropout
single,1,1,9130,daytime,1.0,120.0,PT,19.0,37,1,9,116.1,0,female,0,22.0,0,0,5,9,2,10.5,0,2011,Dropout
single,1,2,9773,daytime,1.0,128.0,PT,34.0,19,3,0,141.0,0,male,0,20.0,0,0,6,10,4,12.0,0,2008,Dropout
single,1,1,9147,daytime,1.0,115.0,PT,38.0,1,9,8,118.5,0,female,0,21.0,0,0,5,9,1,10.0,0,2008,Dropout
single,1,2,9773,daytime,1.0,133.0,PT,19.0,38,5,0,133.7,0,male,0,19.0,0,0,6,11,1,13.0,0,2008,Dropout
single,39,2,9991,evening,1.0,133.1,PT,19.0,38,9,9,102.5,0,female,0,27.0,0,0,5,10,0,0.0,0,2012,Dropout
divorced,39,1,9670,daytime,1.0,140.0,PT,2.0,1,3,9,170.0,1,female,0,53.0,0,0,6,11,3,14.333333333333334,0,2011,Dropout
single,39,1,9130,daytime,40.0,129.0,PT,3.0,3,2,2,155.3,0,male,0,27.0,0,0,6,9,5,13.0,0,2015,Dropout
single,18,1,9991,evening,1.0,112.0,PT,43.0,40,2,2,106.4,0,female,0,22.0,0,0,5,0,0,0.0,0,2017,Dropout
single,7,1,9119,daytime,3.0,150.0,PT,3.0,2,2,2,150.0,0,male,0,35.0,0,0,5,0,0,0.0,0,2014,Dropout
single,17,1,9254,daytime,1.0,136.0,PT,39.0,3,3,3,128.7,0,male,0,20.0,0,0,6,8,6,11.666666666666666,0,2014,Dropout
married,39,1,9085,daytime,1.0,120.0,PT,19.0,19,1,4,130.0,0,male,0,29.0,0,0,5,8,5,15.333333333333334,2,2009,Dropout
single,7,1,9991,evening,40.0,130.0,PT,1.0,3,4,2,130.0,0,female,0,27.0,0,0,5,0,0,0.0,0,2017,Dropout
single,39,1,9147,daytime,1.0,120.0,PT,19.0,19,4,7,110.0,0,female,0,27.0,0,0,5,13,3,10.75,0,2012,Dropout
single,17,5,9070,daytime,1.0,122.0,PT,19.0,38,5,7,119.6,1,male,0,21.0,0,0,6,6,4,13.0,0,2010,Dropout
single,1,1,9254,daytime,1.0,117.0,PT,19.0,19,9,9,116.3,0,male,0,24.0,0,0,6,9,4,12.6,0,2011,Dropout
single,43,1,9147,daytime,1.0,140.0,PT,37.0,37,6,6,122.9,0,male,0,55.0,0,0,5,10,1,10.0,0,2013,Dropout
married,39,2,9670,daytime,19.0,133.1,PT,37.0,37,9,9,135.6,0,male,0,46.0,0,0,6,10,5,11.4,0,2015,Dropout
single,44,1,9085,daytime,39.0,140.0,PT,1.0,1,4,7,140.0,1,male,0,22.0,0,2,6,9,6,12.0,0,2014,Dropout
single,1,1,9070,daytime,1.0,124.0,PT,19.0,19,9,9,138.4,1,male,1,19.0,0,1,6,8,6,13.285714285714286,1,2014,Dropout
single,44,1,9085,daytime,39.0,110.0,PT,3.0,5,2,2,110.0,0,female,0,23.0,0,0,6,19,0,0.0,0,2014,Dropout
married,1,4,8014,evening,1.0,140.0,PT,34.0,34,0,0,128.0,0,female,0,37.0,0,0,6,0,0,0.0,0,2009,Dropout
single,17,2,9254,daytime,1.0,115.0,PT,19.0,19,9,7,113.3,1,male,0,21.0,0,0,6,0,0,0.0,0,2016,Dropout
single,7,1,9991,evening,3.0,120.0,PT,37.0,37,6,7,120.0,1,female,0,46.0,0,0,5,5,0,0.0,0,2016,Dropout
married,39,1,8014,evening,1.0,120.0,PT,34.0,34,99,99,101.8,0,male,0,32.0,0,0,5,5,0,0.0,0,2010,Dropout
single,2,1,9853,daytime,1.0,120.0,PT,19.0,38,9,9,122.5,0,male,0,28.0,0,11,11,11,11,11.727272727272728,0,2012,Dropout
married,1,1,9991,evening,1.0,150.0,PT,37.0,37,9,9,131.8,0,male,0,29.0,0,0,5,6,4,12.25,0,2010,Dropout
single,17,3,9773,daytime,1.0,153.0,PT,34.0,34,99,99,133.1,1,male,1,19.0,0,0,6,8,6,12.166666666666666,0,2009,Dropout
single,39,1,9254,daytime,19.0,133.1,PT,3.0,19,2,3,124.5,0,male,1,36.0,0,0,6,7,6,13.714285714285714,0,2013,Dropout
single,39,1,8014,evening,1.0,133.1,PT,34.0,34,0,0,100.0,0,male,0,27.0,0,0,6,11,4,12.25,0,2008,Dropout
single,1,1,9254,daytime,1.0,121.0,PT,1.0,1,5,4,111.9,0,female,0,20.0,0,0,6,14,2,10.5,0,2010,Dropout
single,1,3,9773,daytime,1.0,142.0,PT,34.0,1,5,10,136.1,0,female,0,19.0,0,0,4,8,0,0.0,1,2009,Dropout
single,7,1,33,daytime,40.0,120.0,PT,38.0,37,5,6,120.0,1,female,0,25.0,0,18,21,26,21,12.363636363636363,0,2016,Dropout
single,42,1,9147,daytime,1.0,130.0,PT,34.0,34,99,99,109.8,0,female,0,23.0,0,0,3,3,0,0.0,0,2008,Dropout
single,43,1,9991,evening,1.0,120.0,PT,19.0,37,3,9,100.0,0,male,0,34.0,0,0,5,9,0,0.0,0,2014,Dropout
single,17,5,171,daytime,1.0,122.0,PT,19.0,12,5,9,127.3,0,female,0,20.0,0,0,0,0,0,0.0,0,2010,Dropout
single,1,2,9238,daytime,1.0,122.0,PT,37.0,38,4,7,118.2,0,male,0,19.0,0,0,6,0,0,0.0,0,2013,Dropout
single,17,3,9085,daytime,1.0,128.0,PT,1.0,19,4,90,124.2,0,male,0,21.0,0,0,5,8,2,11.5,0,2008,Dropout
married,39,1,8014,evening,1.0,120.0,PT,34.0,34,0,0,104.0,0,male,0,54.0,0,0,6,8,4,12.75,0,2008,Dropout
married,39,1,9500,daytime,1.0,140.0,PT,19.0,19,9,7,110.5,0,male,0,31.0,0,0,7,0,0,0.0,0,2011,Dropout
married,39,1,9556,daytime,1.0,160.0,PT,37.0,37,9,6,120.0,0,male,0,31.0,0,0,7,21,5,10.9,3,2011,Dropout
married,7,1,9130,daytime,3.0,140.0,PT,5.0,4,2,0,140.0,1,male,0,29.0,0,7,9,16,7,11.555555555555555,4,2008,Dropout
single,17,5,9670,daytime,1.0,127.0,PT,3.0,4,2,2,122.8,0,female,0,20.0,0,0,6,6,3,12.333333333333334,0,2010,Dropout
single,17,5,9119,daytime,1.0,123.0,PT,3.0,1,2,9,116.0,1,female,0,20.0,0,0,5,5,0,0.0,0,2017,Dropout
single,1,2,9085,daytime,1.0,156.0,PT,40.0,40,3,7,150.9,0,male,0,18.0,0,0,6,8,6,16.0,0,2016,Dropout
single,39,1,9556,daytime,19.0,100.0,PT,37.0,38,9,9,120.0,0,male,0,29.0,0,0,7,9,1,10.0,0,2011,Dropout
single,17,3,9254,daytime,1.0,114.0,ST,38.0,3,9,3,127.3,1,male,0,20.0,1,0,6,14,3,12.333333333333334,0,2010,Dropout
single,39,1,9500,daytime,1.0,130.0,PT,19.0,19,3,7,129.0,1,male,0,26.0,0,0,7,11,4,12.86,0,2015,Dropout
single,1,4,9773,daytime,1.0,137.0,PT,37.0,37,0,90,134.2,0,male,0,18.0,0,0,6,6,6,13.166666666666666,0,2010,Dropout
single,17,4,9853,daytime,1.0,143.0,PT,37.0,37,9,5,127.3,0,male,0,18.0,0,0,6,7,5,11.8,0,2010,Dropout
single,1,1,9500,daytime,1.0,125.0,PT,19.0,38,9,8,118.3,0,female,0,20.0,0,0,8,12,5,12.002,1,2010,Dropout
single,17,1,9147,daytime,1.0,145.0,PT,19.0,38,4,4,132.1,0,female,0,21.0,0,0,5,10,1,10.0,0,2016,Dropout
single,1,1,9853,daytime,1.0,114.0,PT,19.0,37,5,5,109.5,0,male,0,19.0,0,0,7,10,4,10.5,0,2013,Dropout
single,5,3,9085,daytime,1.0,143.0,PT,37.0,37,0,90,159.1,1,male,1,18.0,0,0,5,5,5,14.4,0,2008,Dropout
single,17,5,9119,daytime,1.0,131.0,PT,19.0,37,9,7,123.3,0,female,1,19.0,0,0,5,9,5,12.6,0,2017,Dropout
married,39,1,9853,daytime,1.0,110.0,PT,37.0,37,9,9,95.5,1,male,0,32.0,0,0,6,6,0,0.0,0,2010,Dropout
single,17,4,9773,daytime,1.0,119.0,PT,38.0,19,9,9,118.3,0,male,0,19.0,0,0,6,8,4,11.25,0,2012,Dropout
single,1,1,9119,daytime,1.0,148.0,PT,19.0,38,9,7,133.0,0,female,0,18.0,0,0,5,12,5,13.285714285714286,0,2015,Dropout
single,17,1,9085,daytime,1.0,109.0,PT,19.0,19,4,9,104.1,1,male,1,21.0,0,0,6,16,2,13.0,0,2012,Dropout
single,39,1,9130,daytime,3.0,150.0,PT,3.0,1,90,90,150.0,0,male,0,34.0,0,1,5,6,1,11.0,0,2011,Dropout
single,43,5,9853,daytime,1.0,150.0,PT,34.0,34,0,0,150.2,0,male,0,28.0,0,0,6,9,4,12.75,1,2009,Dropout
single,1,1,171,daytime,1.0,150.0,PT,3.0,3,2,5,154.6,0,male,0,19.0,0,6,12,13,12,12.333333333333334,0,2017,Dropout
single,18,5,9853,daytime,1.0,121.0,PT,38.0,19,7,7,117.5,1,male,0,20.0,0,0,6,14,2,12.0,0,2010,Dropout
single,1,6,9254,daytime,1.0,119.0,PT,19.0,19,9,9,118.7,0,female,0,20.0,0,0,6,16,3,10.333333333333334,0,2010,Dropout
single,39,1,9003,daytime,1.0,133.1,PT,37.0,37,4,7,130.0,1,female,0,32.0,0,0,6,8,3,13.0,0,2013,Dropout
single,39,1,8014,evening,19.0,133.1,PT,37.0,37,9,9,100.0,0,male,0,38.0,0,0,6,10,3,10.25,0,2014,Dropout
single,44,1,9003,daytime,39.0,130.0,PT,37.0,37,9,10,130.0,1,male,0,29.0,0,0,6,13,3,12.75,0,2014,Dropout
single,39,1,8014,evening,1.0,134.0,PT,37.0,38,4,7,110.0,0,male,0,24.0,0,0,6,10,1,10.0,0,2009,Dropout
single,7,1,9003,daytime,3.0,130.0,PT,38.0,37,5,6,130.0,0,male,0,32.0,0,0,6,7,0,0.0,0,2015,Dropout
single,17,1,9853,daytime,1.0,119.0,PT,37.0,38,9,9,125.0,0,male,1,21.0,0,0,6,9,5,12.0,0,2010,Dropout
single,1,1,9238,daytime,1.0,125.0,PT,1.0,1,5,5,128.5,0,female,0,20.0,0,0,6,13,1,14.0,0,2013,Dropout
single,18,4,9254,daytime,1.0,106.0,PT,19.0,37,7,7,106.0,0,female,1,21.0,0,0,6,8,4,10.5,0,2009,Dropout
married,39,1,8014,evening,12.0,133.1,PT,34.0,34,0,0,135.0,0,male,0,51.0,0,0,6,12,0,0.0,0,2008,Dropout
single,39,1,9254,daytime,3.0,133.1,PT,19.0,19,4,6,130.5,0,male,0,38.0,0,0,6,0,0,0.0,0,2012,Dropout
single,1,1,9670,daytime,1.0,125.0,PT,19.0,1,7,4,122.6,0,female,0,21.0,0,0,5,7,5,11.166666666666666,0,2009,Dropout
divorced,39,1,8014,evening,1.0,138.0,PT,19.0,19,90,90,127.0,0,male,0,37.0,0,0,4,4,0,0.0,0,2010,Dropout
single,7,1,9085,daytime,3.0,120.0,PT,37.0,37,7,7,120.0,0,male,0,32.0,0,4,10,20,4,11.5,2,2012,Dropout
single,1,1,9147,daytime,1.0,130.0,PT,38.0,38,2,9,124.8,0,male,0,19.0,0,0,5,14,1,11.0,0,2014,Dropout
single,17,1,9254,daytime,1.0,122.0,PT,37.0,37,5,6,114.3,0,male,0,20.0,0,0,6,0,0,0.0,0,2012,Dropout
married,51,1,9500,daytime,1.0,130.0,PT,37.0,37,5,5,120.0,0,female,0,44.0,0,0,7,11,5,12.1,0,2016,Dropout
single,39,1,9003,daytime,1.0,123.0,PT,37.0,37,9,9,110.0,1,male,0,48.0,0,0,6,6,0,0.0,0,2016,Dropout
married,39,2,9670,daytime,1.0,133.1,BR,37.0,19,9,9,130.0,0,male,0,30.0,1,0,6,0,0,0.0,0,2009,Dropout
single,1,1,9238,daytime,1.0,127.0,PT,1.0,19,4,3,141.7,0,female,0,22.0,0,0,6,6,6,12.666666666666666,0,2010,Dropout
single,44,1,9130,daytime,39.0,130.0,PT,3.0,1,3,6,130.0,1,female,0,20.0,0,2,6,9,4,11.0,0,2015,Dropout
single,39,1,9670,daytime,1.0,120.0,PT,38.0,37,7,7,140.0,0,female,0,24.0,0,0,6,15,4,10.5,0,2012,Dropout
single,39,1,9003,daytime,19.0,133.1,PT,1.0,19,4,10,114.0,0,female,0,29.0,0,3,9,13,6,11.666666666666666,0,2012,Dropout
single,1,1,9500,daytime,1.0,142.0,PT,1.0,38,9,9,127.0,1,female,0,21.0,0,0,7,12,4,12.94,0,2015,Dropout
single,1,6,9500,daytime,1.0,129.0,PT,37.0,19,9,7,127.8,0,male,0,19.0,0,0,8,10,6,13.78,1,2009,Dropout
divorced,39,2,9147,daytime,19.0,133.1,PT,37.0,37,9,7,116.4,1,female,0,23.0,0,0,5,5,0,0.0,0,2010,Dropout
single,17,1,9670,daytime,1.0,118.0,PT,37.0,38,8,7,115.2,0,male,1,21.0,0,0,5,7,3,12.333333333333334,0,2008,Dropout
single,39,1,9147,daytime,1.0,110.0,PT,37.0,37,9,9,110.3,1,female,0,26.0,0,0,5,5,0,0.0,0,2010,Dropout
married,43,1,8014,evening,14.0,133.1,PT,34.0,34,0,0,100.0,0,male,0,34.0,0,3,7,13,3,12.0,0,2009,Dropout
single,18,3,9254,daytime,1.0,121.0,PT,19.0,19,9,6,125.9,0,female,0,18.0,0,0,6,0,0,0.0,0,2014,Dropout
single,7,1,9556,daytime,43.0,160.0,PT,38.0,19,9,9,160.0,0,female,0,36.0,0,0,7,16,1,12.0,0,2016,Dropout
single,1,5,9119,daytime,1.0,126.0,PT,12.0,19,4,5,122.5,0,female,0,19.0,0,0,5,12,3,12.0,0,2015,Dropout
single,7,1,9991,evening,40.0,130.0,PT,38.0,38,9,7,130.0,0,female,0,38.0,0,10,10,10,10,13.6,0,2017,Dropout
single,1,1,171,daytime,1.0,116.0,PT,38.0,1,5,1,111.1,0,female,0,21.0,0,0,0,0,0,0.0,0,2014,Dropout
married,39,1,9147,daytime,1.0,140.0,PT,37.0,37,9,9,127.7,0,male,0,31.0,0,0,5,8,3,11.0,0,2008,Dropout
single,39,1,9254,daytime,1.0,100.0,PT,3.0,19,3,5,115.0,0,female,0,24.0,0,0,6,0,0,0.0,0,2016,Dropout
single,17,2,9500,daytime,1.0,122.0,PT,37.0,37,9,9,131.0,0,male,0,18.0,0,0,7,7,6,12.516666666666666,1,2008,Dropout
single,39,1,9003,daytime,1.0,130.0,PT,19.0,19,9,5,100.0,0,female,0,29.0,0,0,6,9,0,0.0,0,2014,Dropout
single,39,1,9085,daytime,1.0,133.1,PT,37.0,36,90,7,128.2,0,female,0,28.0,0,0,5,8,3,12.0,0,2008,Dropout
divorced,42,1,9500,daytime,19.0,133.1,PT,1.0,1,5,5,126.0,0,female,0,20.0,0,2,7,10,5,11.9,0,2014,Dropout
single,17,1,171,daytime,1.0,128.0,PT,1.0,1,4,10,134.7,0,female,0,19.0,0,0,0,0,0,0.0,0,2010,Dropout
single,39,1,9556,daytime,19.0,133.1,PT,37.0,37,9,10,100.0,0,female,0,31.0,0,0,7,7,0,0.0,0,2012,Dropout
married,39,1,8014,evening,19.0,133.1,PT,19.0,37,9,9,151.5,1,female,0,45.0,0,0,6,7,0,0.0,0,2013,Dropout
single,39,1,9991,evening,1.0,139.0,PT,1.0,1,4,10,140.7,0,female,0,25.0,0,0,5,13,1,10.0,0,2015,Dropout
single,17,5,9254,daytime,1.0,114.0,PT,38.0,1,5,9,109.5,0,female,0,19.0,0,0,5,5,0,0.0,0,2010,Dropout
single,43,1,9130,daytime,1.0,133.1,ES,37.0,37,9,6,100.0,0,male,0,37.0,1,0,6,0,0,0.0,0,2014,Dropout
married,39,1,8014,evening,1.0,133.1,PT,34.0,34,90,90,116.0,0,male,0,51.0,0,0,6,13,4,11.25,0,2010,Dropout
single,39,1,9147,daytime,12.0,133.1,PT,37.0,37,9,9,140.0,0,female,0,29.0,0,0,5,0,0,0.0,0,2009,Dropout
single,17,2,9500,daytime,1.0,131.0,PT,19.0,1,5,7,118.4,0,male,1,20.0,0,0,7,9,6,13.766666666666666,0,2013,Dropout
single,39,1,8014,evening,15.0,133.1,PT,34.0,34,0,0,100.0,0,male,0,37.0,0,0,5,9,0,0.0,0,2009,Dropout
single,39,1,9991,evening,1.0,133.1,PT,37.0,37,9,9,143.2,0,female,0,35.0,0,0,5,5,0,0.0,0,2016,Dropout
married,42,1,9556,daytime,1.0,110.0,PT,37.0,37,9,6,140.0,0,female,0,43.0,0,0,7,7,0,0.0,0,2013,Dropout
single,1,1,9238,daytime,1.0,140.0,PT,19.0,38,9,9,132.0,0,female,0,19.0,0,0,6,10,5,11.571428571428571,0,2013,Dropout
single,39,1,9500,daytime,1.0,100.0,PT,19.0,1,1,90,114.0,1,male,0,31.0,0,0,7,8,5,12.56,0,2008,Dropout
single,1,2,171,daytime,1.0,120.0,PT,19.0,19,4,7,119.7,0,male,0,21.0,0,0,0,0,0,0.0,0,2017,Dropout
single,1,1,9254,daytime,1.0,178.0,PT,2.0,1,2,3,157.7,0,female,0,34.0,0,0,6,13,2,13.5,0,2012,Dropout
single,39,2,9556,daytime,1.0,133.1,PT,1.0,1,9,10,100.5,0,female,0,24.0,0,0,7,18,0,0.0,0,2016,Dropout
single,17,3,9853,daytime,1.0,132.0,PT,34.0,34,0,0,131.3,0,male,0,21.0,0,0,6,8,5,11.8,0,2008,Dropout
married,39,1,9003,daytime,1.0,111.0,PT,1.0,3,4,2,162.4,1,female,0,49.0,0,4,12,16,5,11.6,0,2017,Dropout
single,17,1,9254,daytime,1.0,137.0,PT,34.0,38,0,7,137.7,1,male,0,19.0,0,0,6,14,1,10.0,0,2008,Dropout
single,17,1,9853,daytime,1.0,135.0,PT,3.0,3,2,2,132.9,0,male,0,29.0,0,0,6,9,6,16.333333333333332,0,2011,Dropout
single,1,5,9773,daytime,1.0,130.0,PT,34.0,38,0,8,128.3,0,male,1,18.0,0,0,6,12,3,12.0,0,2008,Dropout
single,1,1,171,daytime,1.0,127.0,PT,1.0,1,4,3,126.3,1,female,0,21.0,0,0,0,0,0,0.0,0,2013,Dropout
single,17,6,9147,daytime,1.0,118.0,PT,37.0,1,9,7,117.0,0,female,0,23.0,0,0,5,9,3,10.0,1,2009,Dropout
single,1,2,9254,daytime,1.0,120.0,PT,19.0,1,9,8,117.2,0,female,0,21.0,0,0,6,8,3,12.0,0,2012,Dropout
single,17,6,9773,daytime,1.0,131.0,PT,34.0,34,0,0,129.3,0,female,0,18.0,0,0,6,0,0,0.0,0,2008,Dropout
single,1,1,9773,daytime,1.0,143.0,PT,1.0,3,3,3,149.0,0,male,0,18.0,0,0,6,8,6,11.428571428571429,0,2016,Dropout
single,7,1,9500,daytime,3.0,120.0,PT,19.0,37,4,5,120.0,1,male,0,28.0,0,0,7,7,0,0.0,7,2014,Dropout
married,39,1,9853,daytime,1.0,133.1,PT,37.0,37,5,5,116.5,0,male,0,34.0,0,0,7,11,1,10.0,0,2013,Dropout
